participant,iEvent,eScorePair,eScoreEvent,eScoreDetail,beCount,bpCount,weCount
20,26,46,38,61,12,7,4
20,27,62,17,46,10,5,16
20,28,50,40,59,10,5,10
20,29,41,31,39,8,5,9
20,30,40,25,44,11,4,10
20,31,39,19,55,11,4,7
20,32,44,32,49,10,5,7
20,33,54,44,54,7,4,16
20,34,36,18,27,9,4,5
20,35,48,15,23,10,3,11
20,36,58,16,45,11,3,15
20,37,44,22,20,9,4,9
20,38,52,26,38,13,5,8
20,39,25,53,46,9,9,12
20,40,54,34,81,12,4,11
20,41,42,30,58,11,5,5
20,42,31,33,32,13,4,16
20,43,37,28,50,11,3,8
20,44,40,29,53,8,5,7
20,45,38,10,23,9,5,5
20,46,56,48,76,16,6,6
20,47,48,24,44,13,4,7
20,48,60,49,68,9,8,13
20,49,62,38,70,17,4,10
20,50,40,8,12,7,4,9
20,51,46,40,50,12,6,7
20,52,28,14,21,11,4,9
20,53,48,39,64,10,5,9
20,54,41,13,44,11,4,9
20,55,34,10,29,8,6,5
20,56,50,16,44,14,6,5
20,57,60,30,70,14,5,11
20,58,44,11,18,9,5,12
20,59,38,32,45,10,3,10
20,60,50,25,56,9,3,13
21,1,42,36,70,8,5,8
21,2,24,12,28,7,2,6
21,3,28,16,24,7,3,4
21,4,33,21,49,4,3,14
21,5,30,30,60,7,3,5
21,6,30,27,35,5,4,6
21,7,32,21,53,4,4,8
21,8,26,16,5,3,3,10
21,9,24,20,28,3,4,5
21,10,34,20,42,5,4,9
21,11,23,15,22,5,3,5
21,12,28,24,36,2,3,9
21,13,28,22,20,3,5,6
21,14,13,18,20,5,2,6
21,15,14,11,13,4,3,3
21,16,34,30,60,7,4,6
21,17,24,22,31,2,5,8
21,18,32,18,50,7,4,5
21,19,38,15,44,8,5,6
21,20,34,17,46,8,3,6
21,21,38,24,43,6,3,10
21,22,18,9,20,3,3,3
21,23,20,16,26,4,3,4
21,24,25,23,45,5,4,5
21,25,28,9,37,3,3,8
21,26,24,16,25,1,3,8
21,27,22,9,28,3,5,3
21,28,20,20,36,4,3,7
21,29,24,16,33,3,4,9
21,30,15,4,11,4,3,1
21,31,38,31,47,6,6,7
21,32,18,13,31,4,4,1
21,33,26,24,49,4,4,5
21,34,22,18,40,4,3,4
21,35,42,42,65,9,5,7
21,36,34,28,57,7,4,6
21,37,28,25,43,4,3,7
21,38,36,31,67,6,4,8
21,39,24,8,26,2,4,6
21,40,20,11,28,3,3,4
21,41,34,34,68,5,4,8
21,42,30,30,31,5,3,7
21,43,32,32,44,4,5,7
21,44,34,22,43,6,3,8
21,45,30,30,56,5,3,7
21,46,14,7,17,1,4,2
21,47,38,25,37,10,4,5
21,48,26,22,30,6,5,2
21,49,28,12,23,7,4,3
21,50,30,27,37,5,3,7
21,51,14,7,18,3,2,2
21,52,20,5,25,4,3,3
21,53,44,44,81,6,5,11
21,54,44,44,81,10,5,7
21,55,12,9,16,1,2,3
21,56,22,22,36,3,4,4
21,57,28,22,46,6,3,5
21,58,18,16,21,1,2,6
21,59,38,19,37,7,4,8
21,60,36,32,65,7,5,6
22,1,24,0,16,5,5,12
22,2,13,15,15,1,6,7
22,3,12,13,10,6,5,8
22,4,16,8,15,4,4,5
22,5,25,29,40,6,6,4
22,6,30,26,38,6,3,6
22,7,27,26,17,4,3,10
22,8,29,14,11,5,8,7
22,9,37,18,32,10,4,8
22,10,40,20,46,4,8,8
22,11,26,21,9,2,8,7
22,12,14,12,24,1,6,3
22,13,20,20,20,2,6,7
22,14,24,38,50,6,6,7
22,15,18,16,25,2,5,3
22,16,41,32,63,4,8,13
22,17,28,22,32,4,6,4
22,18,39,30,42,5,9,10
22,19,24,22,18,4,6,10
22,20,56,18,35,6,11,11
22,21,26,17,32,4,3,7
22,22,48,38,28,5,6,13
22,23,34,13,23,6,4,8
22,24,28,38,49,3,3,13
22,25,37,21,41,7,5,14
22,26,17,19,32,6,6,9
22,27,46,22,42,4,9,10
22,28,36,36,31,8,8,2
22,29,36,27,41,8,4,10
22,30,44,40,50,10,4,8
22,31,30,12,18,6,4,14
22,32,40,20,47,6,7,7
22,33,36,26,18,6,3,9
22,34,36,23,42,10,3,5
22,35,50,30,67,11,5,9
22,36,22,15,22,3,3,8
22,37,33,13,36,6,4,10
22,38,16,29,12,5,3,8
22,39,42,24,42,9,4,8
22,40,38,22,26,6,6,7
22,41,40,29,36,8,3,9
22,42,56,27,46,9,6,13
22,43,48,43,64,9,5,10
22,44,48,32,39,8,4,12
22,45,40,44,62,6,3,16
22,46,30,15,43,3,4,8
22,47,18,3,15,4,2,3
22,48,22,3,10,3,4,4
22,49,4,4,4,0,1,1
22,50,3,6,6,0,1,2
22,51,2,1,2,0,1,0
22,52,24,24,44,4,2,6
22,53,26,13,32,2,3,8
22,54,42,21,42,5,4,12
22,55,12,12,20,1,1,4
22,56,16,6,13,2,4,5
22,57,32,16,28,4,4,8
22,58,14,13,11,5,3,1
22,59,23,8,31,7,4,5
22,60,12,10,15,4,2,3
23,1,26,24,28,11,4,5
23,2,14,16,20,4,5,3
23,3,28,25,38,5,3,6
23,4,14,32,24,11,5,6
23,5,28,37,42,8,3,10
23,6,40,30,69,7,3,11
23,7,36,17,22,4,8,6
23,8,48,30,56,10,8,6
23,9,10,41,42,14,5,5
23,10,44,35,69,12,3,7
23,11,44,36,6,19,3,6
23,12,8,33,18,5,5,8
23,13,43,39,67,7,7,11
23,14,44,31,60,10,3,9
23,15,23,28,32,8,3,6
23,16,18,32,29,7,5,12
23,17,52,9,25,10,4,12
23,18,19,26,32,8,3,8
23,19,39,22,27,9,7,12
23,20,25,32,44,8,6,5
23,21,26,11,32,8,5,6
23,22,31,25,40,10,4,11
23,23,22,47,48,12,6,13
23,24,31,20,41,12,3,3
23,25,11,31,35,10,4,5
23,26,29,8,28,5,5,8
23,27,32,21,40,10,4,7
23,28,34,44,33,6,13,3
23,29,31,18,49,13,6,6
23,30,42,38,49,14,6,5
23,31,34,34,65,11,3,3
23,32,44,41,37,15,3,7
23,33,38,32,25,6,4,9
23,34,19,25,37,11,2,6
23,35,27,35,27,5,4,10
23,36,6,29,32,12,5,8
23,37,20,20,27,5,3,5
23,38,40,33,37,8,5,7
23,39,32,8,38,11,4,1
23,40,46,30,69,13,3,7
23,41,46,24,58,14,4,5
23,42,29,48,41,13,3,8
23,43,40,32,60,10,6,6
23,44,52,52,104,13,5,8
23,45,23,28,21,5,3,6
23,46,41,11,44,12,4,12
23,47,42,32,58,8,9,4
23,48,38,24,50,8,5,6
23,49,46,18,25,10,4,9
23,50,54,35,46,13,4,10
23,51,22,7,20,9,4,7
23,52,22,18,28,8,6,11
23,53,48,36,32,10,7,7
23,54,48,12,44,5,10,9
23,55,36,22,47,13,5,3
23,56,32,17,33,10,5,11
23,57,31,8,22,13,4,5
23,58,32,26,31,14,3,3
23,59,24,16,24,4,3,6
23,60,44,22,44,8,3,11
24,1,56,28,28,13,9,6
24,2,54,23,45,14,5,8
24,3,54,42,61,10,6,11
24,4,52,32,48,12,9,8
24,5,66,43,99,14,9,10
24,6,48,19,39,9,9,6
24,7,62,34,65,15,8,8
24,8,50,16,39,9,5,11
24,9,47,36,28,10,6,9
24,10,44,23,39,9,5,8
24,11,52,9,7,12,6,10
24,12,58,45,58,10,7,12
24,13,58,38,44,9,10,10
24,14,38,36,36,8,9,12
24,15,32,16,10,9,5,7
24,16,43,34,54,5,13,10
24,17,35,36,59,12,5,4
24,18,56,56,57,11,6,11
24,19,41,22,50,6,6,10
24,20,44,40,47,10,3,9
24,21,29,30,38,9,9,7
24,22,47,38,66,15,6,7
24,23,36,32,32,14,6,12
24,24,58,43,25,8,8,15
24,25,36,36,23,8,6,4
24,26,51,47,36,7,7,13
24,27,34,32,28,9,11,3
24,28,50,20,33,12,9,8
24,29,41,42,6,11,7,11
24,30,30,16,4,6,5,12
24,31,56,40,44,9,8,11
24,32,56,33,62,12,5,11
24,33,46,24,45,8,8,7
24,34,60,60,90,12,6,12
24,35,48,27,56,8,5,11
24,36,60,34,52,11,5,14
24,37,64,59,55,15,6,11
24,38,56,36,63,13,7,8
24,39,56,42,40,11,6,11
24,40,60,60,20,10,7,13
24,41,54,54,86,12,4,11
24,42,26,44,36,9,6,7
24,43,62,27,59,13,6,12
24,44,56,47,47,11,5,12
24,45,40,13,24,8,5,7
24,46,26,8,22,4,6,3
24,47,38,27,36,5,7,7
24,48,37,32,31,7,5,10
24,49,36,42,36,6,5,14
24,50,48,38,52,10,5,9
24,51,45,44,62,5,7,14
24,52,44,31,51,5,11,6
24,53,46,19,57,10,9,11
24,54,45,36,48,14,7,9
24,55,51,32,23,10,10,12
24,56,49,39,59,10,13,6
24,57,28,6,26,6,6,5
24,58,38,24,53,5,8,10
24,59,40,35,50,9,3,11
24,60,47,52,31,8,10,8
25,1,42,6,39,5,4,12
25,2,52,24,36,10,3,13
25,3,46,41,53,7,7,9
25,4,52,34,47,14,3,9
25,5,40,32,57,6,5,9
25,6,54,24,59,10,6,11
25,7,40,31,10,9,4,7
25,8,48,39,57,7,6,11
25,9,39,32,35,11,4,9
25,10,48,38,58,7,5,12
25,11,46,38,43,11,5,7
25,12,48,34,57,8,6,10
25,13,48,30,46,9,3,12
25,14,52,14,50,9,3,14
25,15,42,22,57,6,4,11
25,16,33,44,33,7,8,7
25,17,40,32,39,5,9,6
25,18,46,29,23,10,6,7
25,19,23,13,24,6,4,6
25,20,50,31,52,10,5,10
25,21,44,20,36,6,6,10
25,22,26,21,30,5,5,5
25,23,25,27,30,4,6,5
25,24,27,27,30,5,5,7
25,25,36,32,34,6,7,5
25,26,41,56,37,12,7,9
25,27,30,30,45,9,3,3
25,28,34,34,42,6,6,5
25,29,32,20,19,7,5,4
25,30,36,22,56,6,3,9
25,31,40,35,69,5,7,8
25,32,40,32,56,5,3,12
25,33,42,38,64,7,4,10
25,34,40,40,66,5,5,10
25,35,48,48,55,6,6,12
25,36,40,33,53,9,5,6
25,37,38,38,57,5,6,8
25,38,34,42,49,8,4,9
25,39,32,28,50,7,3,6
25,40,17,27,33,6,3,7
25,41,45,28,55,6,8,11
25,42,46,46,65,11,7,5
25,43,40,40,80,5,3,12
25,44,50,52,67,7,5,14
25,45,36,36,46,5,6,7
25,46,36,32,46,8,6,8
25,47,44,34,53,7,6,9
25,48,42,33,47,11,4,6
25,49,41,32,54,7,4,13
25,50,34,35,48,11,3,7
25,51,38,26,29,7,3,9
25,52,30,20,31,5,6,4
25,53,42,39,42,5,6,10
25,54,47,52,43,8,8,10
25,55,42,32,54,11,4,6
25,56,42,26,42,7,3,11
25,57,38,39,45,9,7,7
25,58,38,25,46,7,7,7
25,59,42,21,40,6,5,10
25,60,34,34,29,7,4,6
26,1,27,21,23,5,4,7
26,2,24,30,15,5,3,7
26,3,30,22,52,8,4,11
26,4,42,23,38,7,5,11
26,5,30,14,26,7,5,3
26,6,48,7,21,8,4,12
26,7,34,17,31,7,6,7
26,8,38,20,32,9,3,7
26,9,49,40,67,12,4,14
26,10,46,19,39,7,7,9
26,11,46,30,40,6,5,12
26,12,41,52,62,10,5,14
26,13,34,15,27,6,4,7
26,14,40,35,48,7,5,8
26,15,52,32,65,10,4,12
26,16,40,20,36,9,6,5
26,17,54,54,58,9,5,13
26,18,32,22,47,5,3,8
26,19,30,31,28,6,3,12
26,20,48,28,46,11,3,10
26,21,58,48,106,9,5,15
26,22,33,27,25,5,3,11
26,23,46,31,57,6,3,14
26,24,32,22,40,6,3,7
26,25,31,29,42,6,3,9
26,26,34,16,43,7,3,7
26,27,28,24,38,5,3,6
26,28,54,24,65,12,4,11
26,29,44,14,29,10,3,9
26,30,35,27,54,8,3,8
26,31,52,26,28,8,7,11
26,32,50,41,60,12,3,10
26,33,41,43,50,7,4,14
26,34,35,18,27,5,6,10
26,35,50,18,55,9,8,8
26,36,26,22,18,7,4,4
26,37,40,29,37,5,7,8
26,38,44,37,54,5,9,8
26,39,28,30,29,7,7,7
26,40,14,25,25,10,3,10
26,41,18,18,31,6,4,8
26,42,34,21,41,8,4,5
26,43,13,3,10,3,3,1
26,44,28,16,22,10,6,7
26,45,42,26,41,9,5,7
26,46,64,9,35,6,4,22
26,47,58,23,67,6,4,19
26,48,28,23,31,5,3,9
26,49,50,25,57,11,3,11
26,50,50,25,58,14,3,8
26,51,27,27,27,5,3,8
26,52,60,20,51,14,5,11
26,53,28,17,31,11,6,3
26,54,34,18,25,9,5,6
26,55,38,12,45,6,5,8
26,56,34,17,20,6,3,8
26,57,16,18,16,3,2,4
26,58,13,14,19,3,4,1
26,59,18,16,30,7,3,3
26,60,18,16,31,3,6,4
27,1,50,50,100,7,6,12
27,2,46,40,56,8,6,9
27,3,34,34,44,4,6,7
27,4,20,13,25,3,4,5
27,5,17,22,26,3,6,2
27,6,54,38,85,6,5,16
27,7,33,25,50,5,6,9
27,8,28,12,37,4,4,6
27,9,40,28,43,3,6,11
27,10,38,31,57,5,6,8
27,11,37,24,53,9,5,10
27,12,46,12,38,4,6,13
27,13,30,11,28,3,4,8
27,14,50,44,67,11,7,7
27,15,31,36,52,4,5,9
27,16,34,21,55,6,5,6
27,17,40,7,34,7,7,6
27,18,32,25,52,4,4,8
27,19,32,16,39,5,5,6
27,20,42,37,72,9,5,7
27,21,24,5,17,4,5,3
27,22,36,32,60,7,6,5
27,23,34,18,41,5,5,8
27,24,11,12,16,1,3,3
27,25,20,15,24,2,5,5
27,26,27,12,36,4,5,6
27,27,33,40,63,5,10,5
27,28,40,20,60,7,6,7
27,29,46,15,51,5,6,12
27,30,34,19,31,5,10,2
27,31,46,46,84,5,7,11
27,32,40,19,59,6,5,9
27,33,46,38,84,9,6,8
27,34,42,36,65,7,5,9
27,35,30,20,35,5,5,5
27,36,38,32,56,5,7,7
27,37,40,30,70,5,5,10
27,38,20,13,21,4,2,4
27,39,30,22,32,6,5,4
27,40,28,28,56,0,4,10
27,41,32,10,38,5,5,6
27,42,22,6,25,4,4,3
27,43,30,25,41,5,6,4
27,44,13,6,4,2,3,2
27,45,36,26,50,4,4,10
27,46,42,34,42,8,4,9
27,47,39,52,91,7,5,17
27,48,26,5,27,4,4,5
27,49,54,27,66,7,8,12
27,50,28,5,25,4,4,6
27,51,46,34,64,8,5,10
27,52,28,18,46,6,5,3
27,53,42,23,50,5,6,10
27,54,30,24,39,6,5,4
27,55,39,34,51,9,5,9
27,56,50,40,63,9,7,9
27,57,46,36,62,10,5,8
27,58,54,54,90,10,7,10
27,59,46,31,48,7,6,10
27,60,46,22,58,5,5,13
28,1,23,3,15,5,6,2
28,2,36,20,34,8,4,6
28,3,13,22,0,8,5,7
28,4,24,14,23,6,6,7
28,5,28,27,28,7,4,4
28,6,19,12,31,7,8,4
28,7,13,8,18,5,4,4
28,8,42,22,25,10,8,3
28,9,33,27,13,9,6,4
28,10,29,17,17,10,4,5
28,11,28,38,48,8,6,5
28,12,20,7,17,10,3,3
28,13,25,25,19,8,5,12
28,14,20,16,20,3,9,0
28,15,20,22,24,7,4,6
28,16,40,30,36,11,5,4
28,17,32,32,45,9,3,9
28,18,22,24,22,7,3,9
28,19,26,28,26,8,4,4
28,20,37,28,10,10,5,6
28,21,38,8,25,6,3,10
28,22,32,13,32,4,5,7
28,23,48,25,58,11,4,13
28,24,40,39,38,9,7,8
28,25,33,28,27,3,6,11
28,26,37,22,22,10,5,7
28,27,27,30,35,5,7,3
28,28,33,46,49,8,5,10
28,29,33,38,34,8,5,6
28,30,36,46,58,5,10,8
28,31,34,21,51,7,7,3
28,32,29,21,32,7,4,7
28,33,36,16,48,5,3,10
28,34,26,10,15,6,5,4
28,35,32,28,42,3,10,3
28,36,54,32,59,6,7,14
28,37,34,18,19,5,4,8
28,38,46,26,59,8,5,10
28,39,28,5,14,9,4,7
28,40,36,19,27,8,3,7
28,41,56,34,42,12,7,9
28,42,32,18,40,8,5,5
28,43,33,30,45,10,3,9
28,44,24,22,21,7,6,4
28,45,26,24,14,5,7,7
28,46,37,29,57,7,8,5
28,47,28,34,41,6,6,11
28,48,30,25,25,8,5,2
28,49,35,23,31,7,7,6
28,50,26,30,33,5,7,6
28,51,38,29,55,7,6,6
28,52,41,43,84,5,8,10
28,53,32,13,21,9,4,7
28,54,42,30,39,8,7,6
28,55,42,14,56,6,7,8
28,56,30,16,33,6,6,3
28,57,54,38,35,8,5,14
28,58,38,19,57,8,8,3
28,59,23,30,23,2,4,9
28,60,36,36,24,10,5,6
29,1,50,12,37,8,5,12
29,2,50,40,40,4,7,14
29,3,33,32,37,6,3,12
29,4,22,20,36,2,12,12
29,5,56,43,57,10,5,13
29,6,14,16,30,3,5,5
29,7,6,17,11,6,6,1
29,8,12,22,19,7,4,4
29,9,26,18,31,7,5,4
29,10,19,13,19,4,8,2
29,11,48,18,41,5,6,13
29,12,34,8,33,5,3,9
29,13,34,19,35,6,7,4
29,14,24,23,30,6,6,6
29,15,26,9,26,7,4,2
29,16,39,36,55,9,7,6
29,17,52,26,48,4,9,13
29,18,27,19,32,9,5,2
29,19,18,18,22,5,4,5
29,20,22,11,17,4,4,3
29,21,41,45,67,7,9,9
29,22,16,13,13,5,5,3
29,23,24,18,23,3,5,4
29,24,28,19,32,4,6,4
29,25,34,24,42,5,6,6
29,26,34,32,44,7,5,8
29,27,44,18,31,7,7,8
29,28,18,6,19,3,5,1
29,29,58,36,55,7,4,18
29,30,47,24,37,10,5,10
29,31,56,18,26,9,11,8
29,32,28,14,25,5,7,2
29,33,25,21,25,6,6,3
29,34,28,20,16,2,6,8
29,35,32,6,30,8,4,4
29,36,34,18,39,6,6,5
29,37,44,21,32,6,3,13
29,38,40,20,50,8,8,4
29,39,23,7,22,5,3,6
29,40,34,25,40,6,6,5
29,41,36,31,19,8,7,5
29,42,33,25,31,3,10,8
29,43,24,25,23,9,6,4
29,44,56,28,35,4,8,16
29,45,30,18,34,5,4,6
29,46,50,43,58,9,11,5
29,47,38,32,46,7,6,6
29,48,24,15,22,1,6,5
29,49,18,10,24,0,5,4
29,50,18,11,11,2,3,4
29,51,34,13,29,5,6,6
29,52,23,19,21,5,6,8
29,53,34,20,31,4,4,9
29,54,34,47,58,12,5,11
29,55,44,29,37,10,6,6
29,56,34,34,33,5,7,5
29,57,46,36,31,11,4,8
29,58,38,23,33,10,6,7
29,59,25,22,13,5,4,6
29,60,30,16,32,4,5,6
